Age;Fare;PassengerId;Pclass;Sex;Survived;Embarked_C;Embarked_Q;Embarked_S;pca_sibsp_parch
4;81;446;1;0;1;0;0;1;0.424544404637854
13;19;447;2;1;1;0;0;1;-0.10160912295049938
34;26;448;1;0;1;0;0;1;-0.6277626505388526
5;19;449;3;1;1;1;0;0;1.5991700695449076
52;30;450;1;0;1;0;0;1;-0.6277626505388526
36;27;451;2;0;0;0;0;1;1.2749340008855574
30;19;452;3;0;0;0;0;1;0.22262694570885086
30;27;453;1;0;0;1;0;0;-0.6277626505388526
49;89;454;1;0;1;1;0;0;0.22262694570885086
30;8;455;3;0;0;0;0;1;-0.6277626505388526
29;7;456;3;0;1;1;0;0;-0.6277626505388526
65;26;457;1;0;0;0;0;1;-0.6277626505388526
30;51;458;1;1;1;0;0;1;0.22262694570885086
50;10;459;2;1;1;0;0;1;-0.6277626505388526
30;7;460;3;0;0;0;1;0;-0.6277626505388526
48;26;461;1;0;1;0;0;1;-0.6277626505388526
34;8;462;3;0;0;0;0;1;-0.6277626505388526
47;38;463;1;0;0;0;0;1;-0.6277626505388526
48;13;464;2;0;0;0;0;1;-0.6277626505388526
30;8;465;3;0;0;0;0;1;-0.6277626505388526
38;7;466;3;0;0;0;0;1;-0.6277626505388526
30;0;467;2;0;0;0;0;1;-0.6277626505388526
56;26;468;1;0;0;0;0;1;-0.6277626505388526
30;7;469;3;0;0;0;1;0;-0.6277626505388526
0;19;470;3;1;1;1;0;0;1.5991700695449076
30;7;471;3;0;0;0;0;1;-0.6277626505388526
38;8;472;3;0;0;0;0;1;-0.6277626505388526
33;27;473;2;1;1;0;0;1;1.2749340008855574
23;13;474;2;1;1;1;0;0;-0.6277626505388526
22;9;475;3;1;0;0;0;1;-0.6277626505388526
30;52;476;1;0;0;0;0;1;-0.6277626505388526
34;21;477;2;0;0;0;0;1;0.22262694570885086
29;7;478;3;0;0;0;0;1;0.22262694570885086
22;7;479;3;0;0;0;0;1;-0.6277626505388526
2;12;480;3;1;1;0;0;1;-0.10160912295049938
9;46;481;3;0;0;0;0;1;4.676492385876371
30;0;482;2;0;0;0;0;1;-0.6277626505388526
50;8;483;3;0;0;0;0;1;-0.6277626505388526
63;9;484;3;1;1;0;0;1;-0.6277626505388526
25;91;485;1;0;1;1;0;0;0.22262694570885086
30;25;486;3;1;0;0;0;1;2.4495596657926115
35;90;487;1;1;1;0;0;1;0.22262694570885086
58;29;488;1;0;0;1;0;0;-0.6277626505388526
30;8;489;3;0;0;0;0;1;-0.6277626505388526
9;15;490;3;0;1;0;0;1;0.7487804732972041
30;19;491;3;0;0;0;0;1;0.22262694570885086
21;7;492;3;0;0;0;0;1;-0.6277626505388526
55;30;493;1;0;0;0;0;1;-0.6277626505388526
71;49;494;1;0;0;1;0;0;-0.6277626505388526
21;8;495;3;0;0;0;0;1;-0.6277626505388526
30;14;496;3;0;0;1;0;0;-0.6277626505388526
54;78;497;1;1;1;1;0;0;0.22262694570885086
30;15;498;3;0;0;0;0;1;-0.6277626505388526
25;151;499;1;1;0;0;0;1;1.2749340008855574
24;7;500;3;0;0;0;0;1;-0.6277626505388526
17;8;501;3;0;0;0;0;1;-0.6277626505388526
21;7;502;3;1;0;0;1;0;-0.6277626505388526
30;7;503;3;1;0;0;1;0;-0.6277626505388526
37;9;504;3;1;0;0;0;1;-0.6277626505388526
16;86;505;1;1;1;0;0;1;-0.6277626505388526
18;108;506;1;0;0;1;0;0;0.22262694570885086
33;26;507;2;1;1;0;0;1;0.424544404637854
30;26;508;1;0;1;0;0;1;-0.6277626505388526
28;22;509;3;0;0;0;0;1;-0.6277626505388526
26;56;510;3;0;1;0;0;1;-0.6277626505388526
29;7;511;3;0;1;0;1;0;-0.6277626505388526
30;8;512;3;0;0;0;0;1;-0.6277626505388526
36;26;513;1;0;1;0;0;1;-0.6277626505388526
54;59;514;1;1;1;1;0;0;0.22262694570885086
24;7;515;3;0;0;0;0;1;-0.6277626505388526
47;34;516;1;0;0;0;0;1;-0.6277626505388526
34;10;517;2;1;1;0;0;1;-0.6277626505388526
30;24;518;3;0;0;0;1;0;-0.6277626505388526
36;26;519;2;1;1;0;0;1;0.22262694570885086
32;7;520;3;0;0;0;0;1;-0.6277626505388526
30;93;521;1;1;1;0;0;1;-0.6277626505388526
22;7;522;3;0;0;0;0;1;-0.6277626505388526
30;7;523;3;0;0;1;0;0;-0.6277626505388526
44;57;524;1;1;1;1;0;0;-0.10160912295049938
30;7;525;3;0;0;1;0;0;-0.6277626505388526
40;7;526;3;0;0;0;1;0;-0.6277626505388526
50;10;527;2;1;1;0;0;1;-0.6277626505388526
30;221;528;1;0;0;0;0;1;-0.6277626505388526
39;7;529;3;0;0;0;0;1;-0.6277626505388526
23;11;530;2;0;0;0;0;1;1.5991700695449076
2;26;531;2;1;1;0;0;1;0.7487804732972041
30;7;532;3;0;0;1;0;0;-0.6277626505388526
17;7;533;3;0;0;1;0;0;0.7487804732972041
30;22;534;3;1;1;1;0;0;0.424544404637854
30;8;535;3;1;0;0;0;1;-0.6277626505388526
7;26;536;2;1;1;0;0;1;0.424544404637854
45;26;537;1;0;0;0;0;1;-0.6277626505388526
30;106;538;1;1;1;1;0;0;-0.6277626505388526
30;14;539;3;0;0;0;0;1;-0.6277626505388526
22;49;540;1;1;1;1;0;0;0.424544404637854
36;71;541;1;1;1;0;0;1;0.424544404637854
9;31;542;3;1;0;0;0;1;3.8261027896286683
11;31;543;3;1;0;0;0;1;3.8261027896286683
32;26;544;2;0;1;0;0;1;0.22262694570885086
50;106;545;1;0;0;1;0;0;0.22262694570885086
64;26;546;1;0;0;0;0;1;-0.6277626505388526
19;26;547;2;1;1;0;0;1;0.22262694570885086
30;13;548;2;0;1;1;0;0;-0.6277626505388526
33;20;549;3;0;0;0;0;1;0.7487804732972041
8;36;550;2;0;1;0;0;1;0.7487804732972041
17;110;551;1;0;1;1;0;0;0.424544404637854
27;26;552;2;0;0;0;0;1;-0.6277626505388526
30;7;553;3;0;0;0;1;0;-0.6277626505388526
22;7;554;3;0;1;1;0;0;-0.6277626505388526
22;7;555;3;1;1;0;0;1;-0.6277626505388526
62;26;556;1;0;0;0;0;1;-0.6277626505388526
48;39;557;1;1;1;1;0;0;0.22262694570885086
30;227;558;1;0;0;1;0;0;-0.6277626505388526
39;79;559;1;1;1;0;0;1;0.7487804732972041
36;17;560;3;1;1;0;0;1;0.22262694570885086
30;7;561;3;0;0;0;1;0;-0.6277626505388526
40;7;562;3;0;0;0;0;1;-0.6277626505388526
28;13;563;2;0;0;0;0;1;-0.6277626505388526
30;8;564;3;0;0;0;0;1;-0.6277626505388526
30;8;565;3;1;0;0;0;1;-0.6277626505388526
24;24;566;3;0;0;0;0;1;1.0730165419565543
19;7;567;3;0;0;0;0;1;-0.6277626505388526
29;21;568;3;1;0;0;0;1;1.4768514598145608
30;7;569;3;0;0;1;0;0;-0.6277626505388526
32;7;570;3;0;1;0;0;1;-0.6277626505388526
62;10;571;2;0;1;0;0;1;-0.6277626505388526
53;51;572;1;1;1;0;0;1;1.0730165419565543
36;26;573;1;0;1;0;0;1;-0.6277626505388526
30;7;574;3;1;1;0;1;0;-0.6277626505388526
16;8;575;3;0;0;0;0;1;-0.6277626505388526
19;14;576;3;0;0;0;0;1;-0.6277626505388526
34;13;577;2;1;1;0;0;1;-0.6277626505388526
39;55;578;1;1;1;0;0;1;0.22262694570885086
30;14;579;3;1;0;1;0;0;0.22262694570885086
32;7;580;3;0;1;0;0;1;-0.6277626505388526
25;30;581;2;1;1;0;0;1;0.7487804732972041
39;110;582;1;1;1;1;0;0;0.7487804732972041
54;26;583;2;0;0;0;0;1;-0.6277626505388526
36;40;584;1;0;0;1;0;0;-0.6277626505388526
30;8;585;3;0;0;1;0;0;-0.6277626505388526
18;79;586;1;1;1;0;0;1;0.424544404637854
47;15;587;2;0;0;0;0;1;-0.6277626505388526
60;79;588;1;0;1;1;0;0;0.7487804732972041
22;8;589;3;0;0;0;0;1;-0.6277626505388526
30;8;590;3;0;0;0;0;1;-0.6277626505388526
35;7;591;3;0;0;0;0;1;-0.6277626505388526
52;78;592;1;1;1;1;0;0;0.22262694570885086
47;7;593;3;0;0;0;0;1;-0.6277626505388526
30;7;594;3;1;0;0;1;0;0.424544404637854
37;26;595;2;0;0;0;0;1;0.22262694570885086
36;24;596;3;0;0;0;0;1;0.7487804732972041
30;33;597;2;1;1;0;0;1;-0.6277626505388526
49;0;598;3;0;0;0;0;1;-0.6277626505388526
30;7;599;3;0;0;1;0;0;-0.6277626505388526
49;56;600;1;0;1;1;0;0;0.22262694570885086
24;27;601;2;1;1;0;0;1;1.5991700695449076
30;7;602;3;0;0;0;0;1;-0.6277626505388526
30;42;603;1;0;0;0;0;1;-0.6277626505388526
44;8;604;3;0;0;0;0;1;-0.6277626505388526
35;26;605;1;0;1;1;0;0;-0.6277626505388526
36;15;606;3;0;0;0;0;1;0.22262694570885086
30;7;607;3;0;0;0;0;1;-0.6277626505388526
27;30;608;1;0;1;0;0;1;-0.6277626505388526
22;41;609;2;1;1;1;0;0;1.2749340008855574
40;153;610;1;1;1;0;0;1;-0.6277626505388526
39;31;611;3;1;0;0;0;1;2.853394583650618
30;7;612;3;0;0;0;0;1;-0.6277626505388526
30;15;613;3;1;1;0;1;0;0.22262694570885086
30;7;614;3;0;0;0;1;0;-0.6277626505388526
35;8;615;3;0;0;0;0;1;-0.6277626505388526
24;65;616;2;1;1;0;0;1;1.2749340008855574
34;14;617;3;0;0;0;0;1;0.7487804732972041
26;16;618;3;1;0;0;0;1;0.22262694570885086
4;39;619;2;1;1;0;0;1;1.5991700695449076
26;10;620;2;0;0;0;0;1;-0.6277626505388526
27;14;621;3;0;0;1;0;0;0.22262694570885086
42;52;622;1;0;1;0;0;1;0.22262694570885086
20;15;623;3;0;1;1;0;0;0.7487804732972041
21;7;624;3;0;0;0;0;1;-0.6277626505388526
21;16;625;3;0;0;0;0;1;-0.6277626505388526
61;32;626;1;0;0;0;0;1;-0.6277626505388526
57;12;627;2;0;0;0;1;0;-0.6277626505388526
21;77;628;1;1;1;0;0;1;-0.6277626505388526
26;7;629;3;0;0;0;0;1;-0.6277626505388526
30;7;630;3;0;0;0;1;0;-0.6277626505388526
80;30;631;1;0;1;0;0;1;-0.6277626505388526
51;7;632;3;0;0;0;0;1;-0.6277626505388526
32;30;633;1;0;1;1;0;0;-0.6277626505388526
30;0;634;1;0;0;0;0;1;-0.6277626505388526
9;27;635;3;1;0;0;0;1;2.975713193380964
28;13;636;2;1;1;0;0;1;-0.6277626505388526
32;7;637;3;0;0;0;0;1;-0.6277626505388526
31;26;638;2;0;0;0;0;1;0.7487804732972041
41;39;639;3;1;0;0;0;1;2.0030049874029134
30;16;640;3;0;0;0;0;1;0.22262694570885086
20;7;641;3;0;0;0;0;1;-0.6277626505388526
24;69;642;1;1;1;1;0;0;-0.6277626505388526
2;27;643;3;1;0;0;0;1;2.975713193380964
30;56;644;3;0;1;0;0;1;-0.6277626505388526
0;19;645;3;1;1;1;0;0;1.5991700695449076
48;76;646;1;0;1;1;0;0;0.22262694570885086
19;7;647;3;0;0;0;0;1;-0.6277626505388526
56;35;648;1;0;1;1;0;0;-0.6277626505388526
30;7;649;3;0;0;0;0;1;-0.6277626505388526
23;7;650;3;1;1;0;0;1;-0.6277626505388526
30;7;651;3;0;0;0;0;1;-0.6277626505388526
18;23;652;2;1;1;0;0;1;-0.10160912295049938
21;8;653;3;0;0;0;0;1;-0.6277626505388526
30;7;654;3;1;1;0;1;0;-0.6277626505388526
18;6;655;3;1;0;0;1;0;-0.6277626505388526
24;73;656;2;0;0;0;0;1;1.0730165419565543
30;7;657;3;0;0;0;0;1;-0.6277626505388526
32;15;658;3;1;0;0;1;0;0.7487804732972041
23;13;659;2;0;0;0;0;1;-0.6277626505388526
58;113;660;1;0;0;1;0;0;0.424544404637854
50;133;661;1;0;1;0;0;1;1.0730165419565543
40;7;662;3;0;0;1;0;0;-0.6277626505388526
47;25;663;1;0;0;0;0;1;-0.6277626505388526
36;7;664;3;0;0;0;0;1;-0.6277626505388526
20;7;665;3;0;1;0;0;1;0.22262694570885086
32;73;666;2;0;0;0;0;1;1.0730165419565543
25;13;667;2;0;0;0;0;1;-0.6277626505388526
30;7;668;3;0;0;0;0;1;-0.6277626505388526
43;8;669;3;0;0;0;0;1;-0.6277626505388526
30;52;670;1;1;1;0;0;1;0.22262694570885086
40;39;671;2;1;1;0;0;1;0.7487804732972041
31;52;672;1;0;0;0;0;1;0.22262694570885086
70;10;673;2;0;0;0;0;1;-0.6277626505388526
31;13;674;2;0;1;0;0;1;-0.6277626505388526
30;0;675;2;0;0;0;0;1;-0.6277626505388526
18;7;676;3;0;0;0;0;1;-0.6277626505388526
24;8;677;3;0;0;0;0;1;-0.6277626505388526
18;9;678;3;1;1;0;0;1;-0.6277626505388526
43;46;679;3;1;0;0;0;1;3.3795481112389703
36;512;680;1;0;1;1;0;0;-0.10160912295049938
30;8;681;3;1;0;0;1;0;-0.6277626505388526
27;76;682;1;0;1;1;0;0;-0.6277626505388526
20;9;683;3;0;0;0;0;1;-0.6277626505388526
14;46;684;3;0;0;0;0;1;4.676492385876371
60;39;685;2;0;0;0;0;1;0.7487804732972041
25;41;686;2;0;0;1;0;0;1.2749340008855574
14;39;687;3;0;0;0;0;1;3.2999492620403146
19;10;688;3;0;0;0;0;1;-0.6277626505388526
18;7;689;3;0;0;0;0;1;-0.6277626505388526
15;211;690;1;1;1;0;0;1;-0.10160912295049938
31;57;691;1;0;1;0;0;1;0.22262694570885086
4;13;692;3;1;1;1;0;0;-0.10160912295049938
30;56;693;3;0;1;0;0;1;-0.6277626505388526
25;7;694;3;0;0;1;0;0;-0.6277626505388526
60;26;695;1;0;0;0;0;1;-0.6277626505388526
52;13;696;2;0;0;0;0;1;-0.6277626505388526
44;8;697;3;0;0;0;0;1;-0.6277626505388526
30;7;698;3;1;1;0;1;0;-0.6277626505388526
49;110;699;1;0;0;1;0;0;0.7487804732972041
42;7;700;3;0;0;0;0;1;-0.6277626505388526
18;227;701;1;1;1;1;0;0;0.22262694570885086
35;26;702;1;0;1;0;0;1;-0.6277626505388526
18;14;703;3;1;0;1;0;0;-0.10160912295049938
25;7;704;3;0;0;0;1;0;-0.6277626505388526
26;7;705;3;0;0;0;0;1;0.22262694570885086
39;26;706;2;0;0;0;0;1;-0.6277626505388526
45;13;707;2;1;1;0;0;1;-0.6277626505388526
42;26;708;1;0;1;0;0;1;-0.6277626505388526
22;151;709;1;1;1;0;0;1;-0.6277626505388526
30;15;710;3;0;1;1;0;0;0.7487804732972041
24;49;711;1;1;1;1;0;0;-0.6277626505388526
30;26;712;1;0;0;0;0;1;-0.6277626505388526
48;52;713;1;0;1;0;0;1;0.22262694570885086
29;9;714;3;0;0;0;0;1;-0.6277626505388526
52;13;715;2;0;0;0;0;1;-0.6277626505388526
19;7;716;3;0;0;0;0;1;-0.6277626505388526
38;227;717;1;1;1;1;0;0;-0.6277626505388526
27;10;718;2;1;1;0;0;1;-0.6277626505388526
30;15;719;3;0;0;0;1;0;-0.6277626505388526
33;7;720;3;0;0;0;0;1;-0.6277626505388526
6;33;721;2;1;1;0;0;1;-0.10160912295049938
17;7;722;3;0;0;0;0;1;0.22262694570885086
34;13;723;2;0;0;0;0;1;-0.6277626505388526
50;13;724;2;0;0;0;0;1;-0.6277626505388526
27;53;725;1;0;1;0;0;1;0.22262694570885086
20;8;726;3;0;0;0;0;1;-0.6277626505388526
30;21;727;2;1;1;0;0;1;1.9234061382042578
30;7;728;3;1;1;0;1;0;-0.6277626505388526
25;26;729;2;0;0;0;0;1;0.22262694570885086
25;7;730;3;1;0;0;0;1;0.22262694570885086
29;211;731;1;1;1;0;0;1;-0.6277626505388526
11;18;732;3;0;0;1;0;0;-0.6277626505388526
30;0;733;2;0;0;0;0;1;-0.6277626505388526
23;13;734;2;0;0;0;0;1;-0.6277626505388526
23;13;735;2;0;0;0;0;1;-0.6277626505388526
28;16;736;3;0;0;0;0;1;-0.6277626505388526
48;34;737;3;1;0;0;0;1;1.8010875284739107
35;512;738;1;0;1;1;0;0;-0.6277626505388526
30;7;739;3;0;0;0;0;1;-0.6277626505388526
30;7;740;3;0;0;0;0;1;-0.6277626505388526
30;30;741;1;0;1;0;0;1;-0.6277626505388526
36;78;742;1;0;0;0;0;1;0.22262694570885086
21;262;743;1;1;1;1;0;0;2.1253235971332614
24;16;744;3;0;0;0;0;1;0.22262694570885086
31;7;745;3;0;1;0;0;1;-0.6277626505388526
70;71;746;1;0;0;0;0;1;0.7487804732972041
16;20;747;3;0;0;0;0;1;0.7487804732972041
30;13;748;2;1;1;0;0;1;-0.6277626505388526
19;53;749;1;0;0;0;0;1;0.22262694570885086
31;7;750;3;0;0;0;1;0;-0.6277626505388526
4;23;751;2;1;1;0;0;1;0.7487804732972041
6;12;752;3;0;1;0;0;1;-0.10160912295049938
33;9;753;3;0;0;0;0;1;-0.6277626505388526
23;7;754;3;0;0;0;0;1;-0.6277626505388526
48;65;755;2;1;1;0;0;1;1.2749340008855574
0;14;756;2;0;1;0;0;1;0.7487804732972041
28;7;757;3;0;0;0;0;1;-0.6277626505388526
18;11;758;2;0;0;0;0;1;-0.6277626505388526
34;8;759;3;0;0;0;0;1;-0.6277626505388526
33;86;760;1;1;1;0;0;1;-0.6277626505388526
30;14;761;3;0;0;0;0;1;-0.6277626505388526
41;7;762;3;0;0;0;0;1;-0.6277626505388526
20;7;763;3;0;1;1;0;0;-0.6277626505388526
36;120;764;1;1;1;0;0;1;1.2749340008855574
16;7;765;3;0;0;0;0;1;-0.6277626505388526
51;77;766;1;1;1;0;0;1;0.22262694570885086
30;39;767;1;0;0;1;0;0;-0.6277626505388526
30;7;768;3;1;0;0;1;0;-0.6277626505388526
30;24;769;3;0;0;0;1;0;0.22262694570885086
32;8;770;3;0;0;0;0;1;-0.6277626505388526
24;9;771;3;0;0;0;0;1;-0.6277626505388526
48;7;772;3;0;0;0;0;1;-0.6277626505388526
57;10;773;2;1;0;0;0;1;-0.6277626505388526
30;7;774;3;0;0;1;0;0;-0.6277626505388526
54;23;775;2;1;1;0;0;1;1.8010875284739107
18;7;776;3;0;0;0;0;1;-0.6277626505388526
30;7;777;3;0;0;0;1;0;-0.6277626505388526
5;12;778;3;1;1;0;0;1;-0.6277626505388526
30;7;779;3;0;0;0;1;0;-0.6277626505388526
43;211;780;1;1;1;0;0;1;-0.10160912295049938
13;7;781;3;1;1;1;0;0;-0.6277626505388526
17;57;782;1;1;1;0;0;1;0.22262694570885086
29;30;783;1;0;0;0;0;1;-0.6277626505388526
30;23;784;3;0;0;0;0;1;1.2749340008855574
25;7;785;3;0;0;0;0;1;-0.6277626505388526
25;7;786;3;0;0;0;0;1;-0.6277626505388526
18;7;787;3;1;1;0;0;1;-0.6277626505388526
8;29;788;3;0;0;0;1;0;3.2999492620403146
1;20;789;3;0;1;0;0;1;1.2749340008855574
46;79;790;1;0;0;1;0;0;-0.6277626505388526
30;7;791;3;0;0;0;1;0;-0.6277626505388526
16;26;792;2;0;0;0;0;1;-0.6277626505388526
30;69;793;3;1;0;0;0;1;7.227661174619481
30;30;794;1;0;0;1;0;0;-0.6277626505388526
25;7;795;3;0;0;0;0;1;-0.6277626505388526
39;13;796;2;0;0;0;0;1;-0.6277626505388526
49;25;797;1;1;1;0;0;1;-0.6277626505388526
31;8;798;3;1;1;0;0;1;-0.6277626505388526
30;7;799;3;0;0;1;0;0;-0.6277626505388526
30;24;800;3;1;0;0;0;1;0.7487804732972041
34;13;801;2;0;0;0;0;1;-0.6277626505388526
31;26;802;2;1;1;0;0;1;0.7487804732972041
11;120;803;1;0;1;0;0;1;1.2749340008855574
0;8;804;3;0;1;1;0;0;-0.10160912295049938
27;6;805;3;0;1;0;0;1;-0.6277626505388526
31;7;806;3;0;0;0;0;1;-0.6277626505388526
39;0;807;1;0;0;0;0;1;-0.6277626505388526
18;7;808;3;1;0;0;0;1;-0.6277626505388526
39;13;809;2;0;0;0;0;1;-0.6277626505388526
33;53;810;1;1;1;0;0;1;0.22262694570885086
26;7;811;3;0;0;0;0;1;-0.6277626505388526
39;24;812;3;0;0;0;0;1;-0.6277626505388526
35;10;813;2;0;0;0;0;1;-0.6277626505388526
6;31;814;3;1;0;0;0;1;3.8261027896286683
30;8;815;3;0;0;0;0;1;-0.6277626505388526
30;0;816;1;0;0;0;0;1;-0.6277626505388526
23;7;817;3;1;0;0;0;1;-0.6277626505388526
31;37;818;2;0;0;1;0;0;0.7487804732972041
43;6;819;3;0;0;0;0;1;-0.6277626505388526
10;27;820;3;0;0;0;0;1;2.975713193380964
52;93;821;1;1;1;0;0;1;0.7487804732972041
27;8;822;3;0;1;0;0;1;-0.6277626505388526
38;0;823;1;0;0;0;0;1;-0.6277626505388526
27;12;824;3;1;1;0;0;1;-0.10160912295049938
2;39;825;3;0;0;0;0;1;3.2999492620403146
30;6;826;3;0;0;0;1;0;-0.6277626505388526
30;56;827;3;0;0;0;0;1;-0.6277626505388526
1;37;828;2;0;1;1;0;0;0.424544404637854
30;7;829;3;0;1;0;1;0;-0.6277626505388526
15;14;831;3;1;1;1;0;0;0.22262694570885086
0;18;832;2;0;1;0;0;1;0.7487804732972041
30;7;833;3;0;0;1;0;0;-0.6277626505388526
23;7;834;3;0;0;0;0;1;-0.6277626505388526
18;8;835;3;0;0;0;0;1;-0.6277626505388526
39;83;836;1;1;1;1;0;0;0.7487804732972041
21;8;837;3;0;0;0;0;1;-0.6277626505388526
30;8;838;3;0;0;0;0;1;-0.6277626505388526
32;56;839;3;0;1;0;0;1;-0.6277626505388526
30;29;840;1;0;1;1;0;0;-0.6277626505388526
20;7;841;3;0;0;0;0;1;-0.6277626505388526
16;10;842;2;0;0;0;0;1;-0.6277626505388526
30;31;843;1;1;1;1;0;0;-0.6277626505388526
34;6;844;3;0;0;1;0;0;-0.6277626505388526
17;8;845;3;0;0;0;0;1;-0.6277626505388526
42;7;846;3;0;0;0;0;1;-0.6277626505388526
30;69;847;3;0;0;0;0;1;7.227661174619481
35;7;848;3;0;0;1;0;0;-0.6277626505388526
28;33;849;2;0;0;0;0;1;-0.10160912295049938
30;89;850;1;1;1;1;0;0;0.22262694570885086
4;31;851;3;0;0;0;0;1;3.8261027896286683
74;7;852;3;0;0;0;0;1;-0.6277626505388526
9;15;853;3;1;0;1;0;0;0.7487804732972041
16;39;854;1;1;1;0;0;1;-0.10160912295049938
44;26;855;2;1;0;0;0;1;0.22262694570885086
18;9;856;3;1;1;0;0;1;-0.10160912295049938
45;164;857;1;1;1;0;0;1;0.7487804732972041
51;26;858;1;0;1;0;0;1;-0.6277626505388526
24;19;859;3;1;1;1;0;0;0.950697932226207
30;7;860;3;0;0;1;0;0;-0.6277626505388526
41;14;861;3;0;0;0;0;1;1.0730165419565543
21;11;862;2;0;0;0;0;1;0.22262694570885086
48;25;863;1;1;1;0;0;1;-0.6277626505388526
30;69;864;3;1;0;0;0;1;7.227661174619481
24;13;865;2;0;0;0;0;1;-0.6277626505388526
42;13;866;2;1;1;0;0;1;-0.6277626505388526
27;13;867;2;1;1;1;0;0;0.22262694570885086
31;50;868;1;0;0;0;0;1;-0.6277626505388526
30;9;869;3;0;0;0;0;1;-0.6277626505388526
4;11;870;3;0;1;0;0;1;0.7487804732972041
26;7;871;3;0;0;0;0;1;-0.6277626505388526
47;52;872;1;1;1;0;0;1;0.7487804732972041
33;5;873;1;0;0;0;0;1;-0.6277626505388526
47;9;874;3;0;0;0;0;1;-0.6277626505388526
28;24;875;2;1;1;1;0;0;0.22262694570885086
15;7;876;3;1;1;1;0;0;-0.6277626505388526
20;9;877;3;0;0;0;0;1;-0.6277626505388526
19;7;878;3;0;0;0;0;1;-0.6277626505388526
30;7;879;3;0;0;0;0;1;-0.6277626505388526
56;83;880;1;1;1;1;0;0;-0.10160912295049938
25;26;881;2;1;1;0;0;1;-0.10160912295049938
33;7;882;3;0;0;0;0;1;-0.6277626505388526
22;10;883;3;1;0;0;0;1;-0.6277626505388526
28;10;884;2;0;0;0;0;1;-0.6277626505388526
25;7;885;3;0;0;0;0;1;-0.6277626505388526
39;29;886;3;1;0;0;1;0;2.0030049874029134
27;13;887;2;0;0;0;0;1;-0.6277626505388526
19;30;888;1;1;1;0;0;1;-0.6277626505388526
30;23;889;3;1;0;0;0;1;1.2749340008855574
26;30;890;1;0;1;1;0;0;-0.6277626505388526
32;7;891;3;0;0;0;1;0;-0.6277626505388526
